,year,title,firm,firm_id,log_rom_size,log_clock_speed,collaboration,main_category,sub_category,category_id
48,1977.0,Boot Hill,Midway,1,3.9133899436317554,0.30033456800232994,collaboration,Shooter,Versus,2
49,1977.0,Hustle,Gremlin,3,3.709269960975831,0.3178544893314692,single,Maze,Surround,3
50,1977.0,Circus / Acrobat TV (older),Exidy,11,3.885361220031512,-0.15146481738122095,collaboration,Ball & Paddle,Jump and Touch,9
51,1977.0,Circus / Acrobat TV (older),Taito,12,3.885361220031512,-0.15146481738122095,collaboration,Ball & Paddle,Jump and Touch,9
52,1977.0,M-4,Midway,1,3.9133899436317554,0.30033456800232994,single,Shooter,Versus,2
53,1977.0,Laguna Racer,Midway,1,3.9133899436317554,0.30033456800232994,single,Driving,Race,1
54,1977.0,M-79 Ambush,Ramtek,6,3.9133899436317554,0.29360118534336155,single,Shooter,Gallery,8
55,1977.0,Super Bug,Atari,4,4.098436045340363,0.003460532109506489,single,Driving,Race,1
56,1977.0,Minesweeper,Amutech,10,3.4874212113594742,0.3178544893314692,single,Maze,Surround,3
57,1977.0,Catch (prototype),Atari,4,3.9397188823541045,-0.12147820449879346,single,Ball & Paddle,Breakout,13
58,1977.0,Drag Race,Atari,4,3.8996016591461222,0.003460532109506489,single,Driving,Race,1
59,1977.0,Sprint 8 (play tag & chase),Atari,4,4.115810141409786,0.0021660617565076304,single,Driving,Race Track,5
60,1977.0,Safari (set 1),Gremlin,3,4.013005850015737,0.286357653142787,single,Shooter,Field,7
61,1977.0,"Safari (set 2, bootleg?)",Gremlin,3,4.013005850015737,0.286357653142787,single,Shooter,Field,7
62,1977.0,Canyon Bomber (prototype),Atari,4,3.9993045723383487,-0.12147820449879346,single,Shooter,Gallery,8
63,1977.0,Checkmate,Dave Nutting Associates,2,3.709269960975831,0.30033456800232994,collaboration,Maze,Surround,3
64,1977.0,Checkmate,Midway,1,3.709269960975831,0.30033456800232994,collaboration,Maze,Surround,3
65,1977.0,Canyon Bomber,Atari,4,3.7699678013294426,-0.12147820449879346,single,Shooter,Gallery,8
66,1977.0,Road Runner (Midway),Midway,1,3.9133899436317554,0.30033456800232994,single,Shooter,Gun,12
67,1977.0,Dominos,Atari,4,3.7330366829335797,-0.12147820449879346,single,Maze,Surround,3
68,1977.0,Dominos 4 (Cocktail),Atari,4,3.9779064276371185,-0.12147820449879346,single,Maze,Surround,3
69,1977.0,Space Wars,Cinematronics,9,3.654369090975286,0.6972947436305441,single,Shooter,Field,7
70,1977.0,Triple Hunt,Atari,4,4.124243308946649,-0.09691001300805639,single,Shooter,Gun,12
71,1977.0,Starship 1,Atari,4,4.000694315866355,-0.12147820449879346,single,Shooter,Flying 1st Person,14
72,1977.0,Dog Patch,Midway,1,3.9133899436317554,0.30033456800232994,single,Shooter,Versus,2
73,1977.0,Springboard (bootleg of Circus),Sub-Electro,13,3.885361220031512,-0.15146481738122095,bootleg,Ball & Paddle,Jump and Touch,9
74,1977.0,Sprint 4 (Rev 03),Atari,4,4.30033456800233,-0.12147820449879346,single,Driving,Race Track,5
75,1977.0,Star Cruiser,Ramtek,6,3.7884512070234555,0.03476197263012007,single,Shooter,Field,7
76,1977.0,"Sprint 4 (Rev 02, set 1)",Atari,4,4.140633725134818,-0.12147820449879346,single,Driving,Race Track,5
77,1977.0,"Sprint 4 (Rev 02, set 2)",Atari,4,4.140633725134818,-0.12147820449879346,single,Driving,Race Track,5
78,1977.0,Sprint 8,Atari,4,3.6869935662646784,0.0021660617565076304,single,Driving,Race Track,5
79,1977.0,Starship 1 (prototype?),Atari,4,4.149588567787744,-0.12147820449879346,single,Shooter,Flying 1st Person,14
80,1978.0,Cascade,Sidam,14,3.7884512070234555,-0.12147820449879346,bootleg,Ball & Paddle,Breakout,13
81,1978.0,"Super Breakout (Cocktail, prototype)",Atari,4,3.874365835730049,-0.12147820449879346,single,Ball & Paddle,Breakout,13
82,1978.0,"Super Breakout (Canyon and Vertical Breakout, prototype)",Atari,4,3.874365835730049,-0.12147820449879346,single,Ball & Paddle,Breakout,13
83,1978.0,Super Breakout (rev 03),Atari,4,4.063858548853072,-0.12147820449879346,single,Ball & Paddle,Breakout,13
84,1978.0,Super Breakout (rev 04),Atari,4,3.874365835730049,-0.12147820449879346,single,Ball & Paddle,Breakout,13
85,1978.0,Space Invaders (SV Version rev 1),Taito,12,3.7884512070234555,0.30033456800232994,single,Shooter,Gallery,8
86,1978.0,Space Attack (bootleg of Space Invaders),Video Games GmbH,15,3.7884512070234555,0.30033456800232994,bootleg,Shooter,Gallery,8
87,1978.0,Space Invaders (SV Version rev 3),Taito,12,3.7884512070234555,0.30033456800232994,single,Shooter,Gallery,8
88,1978.0,"Space Attack (bootleg of Space Invaders, 2k roms)",Video Games GmbH,15,3.9133899436317554,0.30033456800232994,bootleg,Shooter,Gallery,8
89,1978.0,Sky Raider,Atari,4,4.080337823247567,0.003460532109506489,single,Shooter,Command,15
90,1978.0,Space Invaders (TV Version rev 1),Taito,12,3.9133899436317554,0.30033456800232994,single,Shooter,Gallery,8
91,1978.0,Gypsy Juggler,"Meadows Games, Inc.",5,4.089481202687437,-0.2041199826559248,single,Ball & Paddle,Breakout,13
92,1978.0,Space Invaders (SV Version rev 2),Taito,12,3.7884512070234555,0.30033456800232994,single,Shooter,Gallery,8
93,1978.0,Sea Wolf II,Dave Nutting Associates,2,3.9133899436317554,0.25279770950019675,collaboration,Shooter,Gallery,8
94,1978.0,Sea Wolf II,Midway,1,3.9133899436317554,0.25279770950019675,collaboration,Shooter,Gallery,8
95,1978.0,Clowns (rev. 1),Midway,1,3.7884512070234555,0.30033456800232994,single,Ball & Paddle,Jump and Touch,9
96,1978.0,Super Invaders (Emag bootleg set 2),Emag,16,3.7884512070234555,0.30033456800232994,bootleg,Shooter,Gallery,8
97,1978.0,Space Invaders (SV Version rev 4),Taito,12,3.7884512070234555,0.30033456800232994,single,Shooter,Gallery,8
98,1978.0,Clowns (rev. 2),Midway,1,3.7884512070234555,0.30033456800232994,single,Ball & Paddle,Jump and Touch,9
99,1978.0,Fire Truck / Smokey Joe (PROM version),Atari,4,4.337658891026142,0.003460532109506489,single,Driving,FireTruck Guide,16
100,1978.0,TV Game 8080,bootleg?,17,3.612359947967774,0.3010299956639812,bootleg,Ball & Paddle,Breakout,13
101,1978.0,Dead Eye,"Meadows Games, Inc.",5,4.010299956639812,-0.2041199826559248,single,Shooter,Gallery,8
102,1978.0,Wolf Pack (prototype),Atari,4,4.2890535575926405,-0.12147820449879346,single,Shooter,Gallery,8
103,1978.0,Space Invaders (TV Version rev 2),Taito,12,3.9133899436317554,0.30033456800232994,single,Shooter,Gallery,8
104,1978.0,Ultra Tank,Atari,4,4.141637874673272,-0.12147820449879346,single,Shooter,Versus,2
105,1978.0,Crazy Balls,Electronic Games Systems,18,3.2533380053261065,3.0,single,Ball & Paddle,Misc.,17
106,1978.0,Claybuster,Model Racing,19,3.7884512070234555,0.30033456800232994,single,Shooter,Gun,12
107,1978.0,Super Invaders (Emag bootleg set 1),Emag,16,3.7884512070234555,0.30033456800232994,bootleg,Shooter,Gallery,8
108,1978.0,Frogs,Gremlin,3,3.9167696842831363,0.286357653142787,single,Platform,Run Jump,18
109,1978.0,Orbit,Atari,4,4.234314768012676,-0.12147820449879346,single,Shooter,Field,7
110,1978.0,Gee Bee (US),Namco,20,3.709269960975831,0.3113299523037932,single,Ball & Paddle,Breakout,13
111,1978.0,Fire Truck / Smokey Joe (ROM version),Atari,4,4.247089056049105,0.003460532109506489,single,Driving,FireTruck Guide,16
112,1978.0,Space Invaders (Logitec),Taito,12,3.8553979966540686,0.30033456800232994,collaboration,Shooter,Gallery,8
113,1978.0,Space Invaders (Logitec),Logitec,21,3.8553979966540686,0.30033456800232994,collaboration,Shooter,Gallery,8
114,1978.0,Space Invaders / Space Invaders M,Taito,12,3.9133899436317554,0.30033456800232994,collaboration,Shooter,Gallery,8
115,1978.0,Space Invaders / Space Invaders M,Midway,1,3.9133899436317554,0.30033456800232994,collaboration,Shooter,Gallery,8
116,1978.0,Space King,Taito,12,3.9133899436317554,0.30033456800232994,collaboration,Shooter,Gallery,8
117,1978.0,Space King,Leijac Corporation,22,3.9133899436317554,0.30033456800232994,collaboration,Shooter,Gallery,8
118,1978.0,Space Invaders (Nas Corp bootleg),Nas Corp,23,3.9133899436317554,0.30033456800232994,bootleg,Shooter,Gallery,8
119,1978.0,Space Invaders (Model Racing),Taito,12,3.7884512070234555,0.30033456800232994,collaboration,Shooter,Gallery,8
120,1978.0,Space Invaders (Model Racing),Model Racing,19,3.7884512070234555,0.30033456800232994,collaboration,Shooter,Gallery,8
121,1978.0,Space Ranger,Leisure Time Electronics,24,4.010299956639812,0.30033456800232994,bootleg,Shooter,Gallery,8
122,1978.0,"Blue Shark (Model Racing bootleg, set 2)",Model Racing,19,3.7884512070234555,0.30033456800232994,bootleg,Shooter,Gallery,8
123,1978.0,"Blue Shark (Model Racing bootleg, set 1)",Model Racing,19,3.7884512070234555,0.30033456800232994,bootleg,Shooter,Gallery,8
124,1978.0,Space Wipeout,Beyer and Brown,25,4.010299956639812,0.30033456800232994,bootleg,Shooter,Gallery,8
125,1978.0,Blue Shark,Midway,1,3.7884512070234555,0.30033456800232994,single,Shooter,Gallery,8
126,1978.0,Space Ship,Cinematronics,9,3.934902258322314,0.6972947436305441,single,Shooter,Field,7
127,1978.0,Space War (Sanritsu),Taito,12,3.964542466079137,0.30033456800232994,collaboration,Shooter,Gallery,8
128,1978.0,Space War (Sanritsu),Sanritsu,26,3.964542466079137,0.30033456800232994,collaboration,Shooter,Gallery,8
129,1978.0,Galaxy Monsters (Laguna S.A. Spanish bootleg of Space Invaders),Laguna S.A.,27,3.7884512070234555,0.30033456800232994,bootleg,Shooter,Gallery,8
130,1978.0,Space Walk,Midway,1,3.9133899436317554,0.30033456800232994,single,Ball & Paddle,Jump and Touch,9
131,1978.0,Gee Bee (UK),Namco,20,3.709269960975831,0.3113299523037932,single,Ball & Paddle,Breakout,13
132,1978.0,Gee Bee (Japan),Namco,20,3.709269960975831,0.3113299523037932,single,Ball & Paddle,Breakout,13
133,1978.0,Avalanche,Atari,4,4.089481202687437,-0.12147820449879346,single,Ball & Paddle,Breakout,13
134,1978.0,"Space Attack (bootleg of Space Invaders, bproms)",Video Games GmbH,15,4.089481202687437,0.30033456800232994,bootleg,Shooter,Gallery,8
135,1978.0,Blasto,Gremlin,3,3.709269960975831,0.3178544893314692,single,Maze,Shooter Small,6
136,1978.0,Gee Bee (Europe),Namco,20,3.709269960975831,0.3113299523037932,single,Ball & Paddle,Breakout,13
137,1978.0,Inferno (Meadows),"Meadows Games, Inc.",5,3.8232133132826673,-0.6812419322473142,single,Shooter,3rd Person,19
138,1978.0,G.T. Block Challenger,Sun Electronics,28,3.612359947967774,0.3010299956639812,collaboration,Ball & Paddle,Breakout,13
139,1978.0,G.T. Block Challenger,Gifu Tokki,29,3.612359947967774,0.3010299956639812,collaboration,Ball & Paddle,Breakout,13
140,1978.0,Micon-Kit Part II,SNK,30,3.612359947967774,0.3113299523037932,single,Ball & Paddle,Breakout,13
141,1978.0,Space Stranger,"Yachiyo Electronics, Ltd.",31,3.9133899436317554,0.3113299523037932,single,Shooter,Gallery,8
142,1978.0,Sprint 1,Atari,4,4.02234587626988,-0.12147820449879346,single,Driving,Race Track,5
143,1978.0,Super Road Champions,Model Racing,19,3.5696079675468244,3.0,single,Driving,Race,1
144,1979.0,"Lunar Rescue (Model Racing bootleg, set 1)",Model Racing,19,4.15642799231805,0.30033456800232994,bootleg,Maze,Shooter Small,6
145,1979.0,Sub Hunter (Model Racing),Model Racing,19,3.6635124704151556,0.25279770950019675,single,Shooter,Gallery,8
146,1979.0,Meteorites (VGG bootleg of Asteroids),VGG,32,3.926753905189737,0.17955179116518774,bootleg,Shooter,Field,7
147,1979.0,T.T Spacian Part-2,Namco,20,4.1573963193232295,0.4874212113594744,collaboration,Shooter,Gallery,8
148,1979.0,T.T Spacian Part-2,Taito,12,4.1573963193232295,0.4874212113594744,collaboration,Shooter,Gallery,8
149,1979.0,Space Phantoms (bootleg of Ozma Wars),Zilec Games,33,4.089481202687437,0.30033456800232994,bootleg,Shooter,Gallery,8
150,1979.0,Space Launcher,Nintendo,34,3.966047821076454,0.6029277128591893,single,Shooter,Gallery,8
151,1979.0,Space Stranger 2,"Yachiyo Electronics, Ltd.",31,4.010299956639812,0.3113299523037932,single,Shooter,Gallery,8
152,1979.0,"Lunar Rescue (Model Racing bootleg, set 2)",Model Racing,19,4.214419939295737,0.30033456800232994,bootleg,Maze,Shooter Small,6
153,1979.0,Super Crash (bootleg of Head On),VGG,32,3.859258417467307,0.286357653142787,bootleg,Maze,Driving,20
154,1979.0,Super Speed Race,Taito,12,4.010299956639812,0.3972445810103864,single,Driving,Race,1
155,1979.0,Dodgem,Zaccaria,35,3.885361220031512,-0.04823228616378442,single,Maze,Driving,20
156,1979.0,Star Fire 2,Exidy,11,4.391640703492388,2.700054385628239,single,Shooter,Flying 1st Person,14
157,1979.0,Star Fire (set 1),Exidy,11,4.35395467937171,2.700054385628239,single,Shooter,Flying 1st Person,14
158,1979.0,Star Fire (set 2),Exidy,11,4.312685006388759,2.700054385628239,single,Shooter,Flying 1st Person,14
159,1979.0,Super Star Battle,SG-Florence,36,4.090610707828406,-0.1790193495333367,bootleg,Shooter,Gallery,8
160,1979.0,Starhawk,Cinematronics,9,3.67833624673218,0.6972947436305441,single,Shooter,Flying 1st Person,14
161,1979.0,"Star Wars (bootleg of Galaxy Wars, set 2)",Yamashita,37,4.010299956639812,0.30033456800232994,bootleg,Shooter,Gallery,8
162,1979.0,"Kamikaze (Potomac Games, bootleg of Galaxian)",Potomac Games,38,4.215267343431722,0.4874212113594744,bootleg,Shooter,Gallery,8
163,1979.0,Yosaku to Donbei (set 1),Wing,39,3.8553979966540686,0.30033456800232994,single,Shooter,Gallery,8
164,1979.0,Star Fighter,Jeutel,40,4.1573963193232295,0.4874212113594744,bootleg,Shooter,Gallery,8
165,1979.0,Space Fighter Mark II (set 2),Data East,41,3.8573324964312685,-0.1790193495333367,single,Shooter,Gallery,8
166,1979.0,Crash Road (bootleg of Space Chaser),Centromatic,42,4.051692641798037,0.30033456800232994,bootleg,Maze,Collect,10
167,1979.0,Astro Fighter (set 3),Data East,41,4.090610707828406,-0.1790193495333367,single,Shooter,Gallery,8
168,1979.0,"Astro Fighter (Famaresa bootleg, set 1)",Famaresa,43,4.090610707828406,-0.1790193495333367,bootleg,Shooter,Gallery,8
169,1979.0,"Astro Fighter (Famaresa bootleg, set 2)",Famaresa,43,4.090610707828406,-0.1790193495333367,bootleg,Shooter,Gallery,8
170,1979.0,Head On (1 player),Gremlin,3,3.861175835513029,0.286357653142787,single,Maze,Driving,20
171,1979.0,Pacom Invader (set 1),Pacom Corporation,44,3.7884512070234555,0.3010299956639812,single,Shooter,Gallery,8
172,1979.0,Head On (2 players),Gremlin,3,3.861175835513029,0.286357653142787,single,Maze,Driving,20
173,1979.0,Ozma Wars (set 2),SNK,30,4.15642799231805,0.30033456800232994,single,Shooter,Gallery,8
174,1979.0,Tunnel Hunt,Atari,4,4.195346058348419,0.16979195387603147,single,Shooter,Flying 1st Person,14
175,1979.0,Cosmo,TDS & MINTS,45,4.265572461743118,0.30033456800232994,single,Shooter,Gallery,8
176,1979.0,Ozma Wars (Model Racing bootleg),Model Racing,19,4.089481202687437,0.30033456800232994,bootleg,Shooter,Gallery,8
177,1979.0,Space Attack (cocktail),Sega,46,3.9184497424011577,0.286357653142787,single,Shooter,Gallery,8
178,1979.0,Space War (Leisure and Allied),Leisure and Allied,47,4.051692641798037,0.30033456800232994,bootleg,Shooter,Gallery,8
179,1979.0,Zero Time (Marti Colls),Marti Colls,48,4.1573963193232295,0.4874212113594744,bootleg,Shooter,Gallery,8
180,1979.0,Meteorite (Proel bootleg of Asteroids),Proel,49,3.926753905189737,0.17955179116518774,bootleg,Shooter,Field,7
181,1979.0,Space King 2,Konami,50,3.8553979966540686,0.3010299956639812,single,Shooter,Gallery,8
182,1979.0,Meteor (Hoei bootleg of Asteroids),Hoei,51,3.926753905189737,0.17955179116518774,bootleg,Shooter,Field,7
183,1979.0,Star Fighter (bootleg of Astro Fighter),VGG,32,4.107209969647869,-0.1790193495333367,bootleg,Shooter,Gallery,8
184,1979.0,Space War (Leijac Corporation),Leijac Corporation,22,4.010299956639812,0.30033456800232994,single,Shooter,Gallery,8
185,1979.0,Yosaku to Donbei (set 2),Wing,39,3.8553979966540686,0.30033456800232994,single,Shooter,Gallery,8
186,1979.0,Zero Time (Datamat),Datamat,52,4.312008007838723,0.4874212113594744,bootleg,Shooter,Gallery,8
187,1979.0,Speed Freak,Vectorbeam,53,3.934902258322314,0.6972947436305441,single,Driving,1st Person,4
188,1979.0,Space Fighter Mark II (set 1),Data East,41,3.8573324964312685,-0.1790193495333367,single,Shooter,Gallery,8
189,1979.0,Lunar Rescue,Taito,12,4.124243308946649,0.30033456800232994,single,Maze,Shooter Small,6
190,1979.0,Clay Shoot,Allied Leisure,7,4.010299956639812,0.10277661488344131,single,Shooter,3rd Person,19
191,1979.0,Moon Base Zeta (set 1),Taito,12,4.089481202687437,0.30033456800232994,collaboration,Shooter,Gallery,8
192,1979.0,Moon Base Zeta (set 1),Nichibutsu,54,4.089481202687437,0.30033456800232994,collaboration,Shooter,Gallery,8
193,1979.0,Moon Alien,Namco,20,4.1573963193232295,0.4874212113594744,collaboration,Shooter,Gallery,8
194,1979.0,Moon Alien,Nichibutsu (Karateco license?),55,4.1573963193232295,0.4874212113594744,collaboration,Shooter,Gallery,8
195,1979.0,SOS Game,K.K. Tokki,56,3.7884512070234555,0.3113299523037932,single,Shooter,Flying Vertical,21
196,1979.0,Lunar Lander (rev 2),Atari,4,4.164114820984341,0.17955179116518774,single,Driving,Landing,22
197,1979.0,"Super Invasion (Electromar, Spanish)",Electromar,57,3.9133899436317554,0.30033456800232994,bootleg,Shooter,Gallery,8
198,1979.0,"Super Invasion (Electromar, Spanish)",Irecsa,58,3.9133899436317554,0.30033456800232994,bootleg,Shooter,Gallery,8
199,1979.0,"Invasion (bootleg set 2, R Z SRL Bologna)",R Z SRL Bologna,59,3.8553979966540686,0.30033456800232994,bootleg,Shooter,Gallery,8
200,1979.0,Space Fever (new version),Nintendo,34,3.9150831016512004,0.6029277128591893,single,Shooter,Gallery,8
201,1979.0,Space Beam,Irem,60,3.7884512070234555,-0.13482197054039552,single,Shooter,Gallery,8
202,1979.0,Invinco,Sega,46,3.966047821076454,0.286357653142787,single,Shooter,Gallery,8
203,1979.0,Moon Base Zeta (set 2),Taito,12,4.089481202687437,0.30033456800232994,collaboration,Shooter,Gallery,8
204,1979.0,Moon Base Zeta (set 2),Nichibutsu,54,4.089481202687437,0.30033456800232994,collaboration,Shooter,Gallery,8
205,1979.0,"Invasion (bootleg set 1, R Z SRL Bologna)",R Z SRL Bologna,59,3.7884512070234555,0.30033456800232994,bootleg,Shooter,Gallery,8
206,1979.0,Monkey Magic,Nintendo,34,3.8553979966540686,0.7884512070234556,single,Ball & Paddle,Breakout,13
207,1979.0,IPM Invader (set 1),IPM,61,3.964542466079137,-0.10720996964786837,single,Shooter,Gallery,8
208,1979.0,IPM Invader (set 2),IPM,61,3.964542466079137,-0.10720996964786837,single,Shooter,Gallery,8
209,1979.0,Space Fever (old version),Nintendo,34,3.9150831016512004,0.6029277128591893,single,Shooter,Gallery,8
210,1979.0,Lunar Lander (rev 1),Atari,4,4.164114820984341,0.17955179116518774,single,Driving,Landing,22
211,1979.0,Astro Fighter (set 2),Data East,41,4.090610707828406,-0.1790193495333367,single,Shooter,Gallery,8
212,1979.0,Astro Combat (encrypted),Proel,49,4.107209969647869,-0.1790193495333367,bootleg,Shooter,Gallery,8
213,1979.0,Astro Combat (unencrypted),Proel,49,4.098436045340363,-0.1790193495333367,bootleg,Shooter,Gallery,8
214,1979.0,Jatre Specter (set 1),Jatre,62,3.9133899436317554,0.30033456800232994,bootleg,Shooter,Gallery,8
215,1979.0,Jatre Specter (set 2),Jatre,62,3.9133899436317554,0.30033456800232994,bootleg,Shooter,Gallery,8
216,1979.0,Astro Fire,Rene Pierre,63,4.090610707828406,-0.1790193495333367,bootleg,Shooter,Gallery,8
217,1979.0,Super Shot,Model Racing,19,4.010299956639812,0.4505954817115644,single,Shooter,Gallery,8
218,1979.0,Bomb Bee,Namco,20,4.010299956639812,0.3113299523037932,single,Ball & Paddle,Breakout,13
219,1979.0,Space Attack (upright set 1),Sega,46,3.9184497424011577,0.286357653142787,single,Shooter,Gallery,8
220,1979.0,Space Attack (upright set 2),Sega,46,3.9184497424011577,0.286357653142787,single,Shooter,Gallery,8
221,1979.0,Space Attack (upright set 3),Sega,46,3.9184497424011577,0.286357653142787,single,Shooter,Gallery,8
222,1979.0,Space Guerrilla,"Omori Electric Co., Ltd.",64,4.0917372829916605,0.3979400086720376,single,Shooter,Gallery,8
223,1979.0,Space Fever (older version),Nintendo,34,3.9150831016512004,0.6029277128591893,single,Shooter,Gallery,8
224,1979.0,Warrior,Vectorbeam,53,3.934902258322314,0.6972947436305441,single,Fighter,Field,23
225,1979.0,Monte Carlo,Atari,4,4.207580514765431,0.003460532109506489,single,Driving,Race,1
226,1979.0,"Space Invaders Part II (Taito, bigger ROMs)",Taito,12,4.089481202687437,0.30033456800232994,single,Shooter,Gallery,8
227,1979.0,"Space Invaders Part II (Taito, smaller ROMs)",Taito,12,4.089481202687437,0.30033456800232994,single,Shooter,Gallery,8
228,1979.0,Space Invaders Part II (Brazil),Taito do Brasil,65,4.089481202687437,0.30033456800232994,single,Shooter,Gallery,8
229,1979.0,Swarm (bootleg?),Subelectro,66,4.1573963193232295,0.4874212113594744,bootleg,Shooter,Gallery,8
230,1979.0,Solar War,Atari,4,4.247875109624604,-0.12147820449879346,single,Arcade,Pinball,24
231,1979.0,Tailgunner,Cinematronics,9,3.934902258322314,0.6972947436305441,single,Shooter,Flying 1st Person,14
232,1979.0,Long Beach,Seletron,67,4.140633725134818,-0.3010299956639812,collaboration,Maze,Driving,20
